alert_action,alert_category,alert_severity,alert_signature,alert_signature_id,app_proto,bytes_toclient,bytes_toserver,dest_ip,dest_port,event_type,flow_age,flow_alerted,flow_end,flow_id,flow_reason,flow_start,flow_state,flowbits,http_content_type,http_host,http_length,http_method,http_status,http_url,http_user_agent,in_iface,pkts_toclient,pkts_toserver,proto,src_ip,src_port,tcp_ack,tcp_fin,tcp_flags,tcp_flags_tc,tcp_flags_ts,tcp_psh,tcp_state,tcp_syn,timestamp
allowed,,3,HTTP GET Request Detected,1000002,http,17743,827,192.168.100.4,80,flow,8,True,2025-06-08T11:07:01.674900+0700,1554033191772798,timeout,2025-06-08T11:06:53.287358+0700,closed,"slowread_http_detected,slowread_payload_detected,slowread_simulated_long_connection",text/html,192.168.100.4,16270,GET,200,/2025/06/05/understanding-different-types-of-denial-of-service-dos-attacks/,Mozilla/5.0 (Windows NT 10.0; Win64; x64),enp0s3,15,8,TCP,192.168.100.5,45284,True,True,1b,1b,1b,True,closed,True,2025-06-08T11:09:39.595207+0700
allowed,,3,HTTP GET Request Detected,1000002,http,16741,759,192.168.100.4,80,flow,8,True,2025-06-08T11:07:09.184221+0700,1632921004146410,timeout,2025-06-08T11:07:01.589546+0700,closed,"slowread_http_detected,slowread_payload_detected,slowread_simulated_long_connection",text/html,192.168.100.4,15539,GET,200,/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),enp0s3,14,8,TCP,192.168.100.5,44402,True,True,1b,1b,1b,True,closed,True,2025-06-08T11:11:47.473212+0700
allowed,,3,HTTP GET Request Detected,1000002,http,17823,776,192.168.100.4,80,flow,10,True,2025-06-08T11:07:19.140100+0700,532181016198263,timeout,2025-06-08T11:07:09.081015+0700,closed,"slowread_http_detected,slowread_payload_detected,slowread_simulated_long_connection",text/html,192.168.100.4,16352,GET,200,/2025/06/05/hello-world/,Mozilla/5.0 (Windows NT 10.0; Win64; x64),enp0s3,15,8,TCP,192.168.100.5,42176,True,True,1b,1b,1b,True,closed,True,2025-06-08T11:08:30.635449+0700
,,,,,,0,62,ff02:0000:0000:0000:0000:0000:0000:0002,,flow,0,False,2025-06-08T11:05:39.588212+0700,1896105857251764,timeout,2025-06-08T11:05:39.588212+0700,new,,,,,,,,,enp0s3,0,1,IPv6-ICMP,fe80:0000:0000:0000:24f3:e4cf:d05f:6115,,,,,,,,,,2025-06-08T11:07:16.562313+0700
allowed,,3,HTTP GET Request Detected,1000002,http,17894,815,192.168.100.4,80,flow,8,True,2025-06-08T11:07:27.207665+0700,2249203715083407,timeout,2025-06-08T11:07:19.068751+0700,closed,"slowread_http_detected,slowread_payload_detected,slowread_simulated_long_connection",text/html,192.168.100.4,16423,GET,200,/2025/06/05/how-to-detect-and-mitigate-slow-read-attacks-on-your-website/,Mozilla/5.0 (X11; Linux x86_64),enp0s3,15,8,TCP,192.168.100.5,39060,True,True,1b,1b,1b,True,closed,True,2025-06-08T11:09:24.252647+0700
allowed,,3,HTTP GET Request Detected,1000002,http,17894,831,192.168.100.4,80,flow,9,True,2025-06-08T11:07:36.496602+0700,318480624590525,timeout,2025-06-08T11:07:27.138941+0700,closed,"slowread_http_detected,slowread_payload_detected,slowread_simulated_long_connection",text/html,192.168.100.4,16423,GET,200,/2025/06/05/how-to-detect-and-mitigate-slow-read-attacks-on-your-website/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),enp0s3,15,8,TCP,192.168.100.5,55656,True,True,1b,1b,1b,True,closed,True,2025-06-08T11:10:32.295803+0700
allowed,,3,HTTP GET Request Detected,1000002,http,18735,830,192.168.100.4,80,flow,8,True,2025-06-08T11:07:44.073312+0700,1975247079784235,timeout,2025-06-08T11:07:36.442155+0700,closed,"slowread_http_detected,slowread_payload_detected,slowread_simulated_long_connection",text/html,192.168.100.4,17198,GET,200,/2025/06/05/what-is-a-slow-read-attack-understanding-this-sneaky-cyber-threat/,Mozilla/5.0 (Windows NT 10.0; Win64; x64),enp0s3,16,8,TCP,192.168.100.5,51650,True,True,1b,1b,1b,True,closed,True,2025-06-08T11:09:31.355017+0700
allowed,,3,HTTP GET Request Detected,1000002,http,18735,836,192.168.100.4,80,flow,7,True,2025-06-08T11:07:51.783078+0700,1029282680808384,timeout,2025-06-08T11:07:44.009152+0700,closed,"slowread_http_detected,slowread_payload_detected,slowread_simulated_long_connection",text/html,192.168.100.4,17198,GET,200,/2025/06/05/what-is-a-slow-read-attack-understanding-this-sneaky-cyber-threat/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),enp0s3,16,8,TCP,192.168.100.5,51664,True,True,1b,1b,1b,True,closed,True,2025-06-08T11:10:38.080440+0700
,,,,,,0,62,ff02:0000:0000:0000:0000:0000:0000:0002,,flow,0,False,2025-06-08T11:04:11.303691+0700,646315465482827,timeout,2025-06-08T11:04:11.303691+0700,new,,,,,,,,,enp0s3,0,1,IPv6-ICMP,fe80:0000:0000:0000:c37f:7050:52f1:6196,,,,,,,,,,2025-06-08T11:07:51.509570+0700
allowed,,3,HTTP GET Request Detected,1000002,http,18735,830,192.168.100.4,80,flow,8,True,2025-06-08T11:07:59.648845+0700,1011282473364263,timeout,2025-06-08T11:07:51.699175+0700,closed,"slowread_http_detected,slowread_payload_detected,slowread_simulated_long_connection",text/html,192.168.100.4,17198,GET,200,/2025/06/05/what-is-a-slow-read-attack-understanding-this-sneaky-cyber-threat/,Mozilla/5.0 (Windows NT 10.0; Win64; x64),enp0s3,16,8,TCP,192.168.100.5,59478,True,True,1b,1b,1b,True,closed,True,2025-06-08T11:10:07.374594+0700
allowed,,3,HTTP GET Request Detected,1000002,http,16741,759,192.168.100.4,80,flow,8,True,2025-06-08T11:08:07.430271+0700,1393695624520044,timeout,2025-06-08T11:07:59.581996+0700,closed,"slowread_http_detected,slowread_payload_detected,slowread_simulated_long_connection",text/html,192.168.100.4,15539,GET,200,/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),enp0s3,14,8,TCP,192.168.100.5,48134,True,True,1b,1b,1b,True,closed,True,2025-06-08T11:13:05.065348+0700
allowed,,3,HTTP GET Request Detected,1000002,http,18735,830,192.168.100.4,80,flow,10,True,2025-06-08T11:08:17.157821+0700,1359874905034087,timeout,2025-06-08T11:08:07.347495+0700,closed,"slowread_http_detected,slowread_payload_detected,slowread_simulated_long_connection",text/html,192.168.100.4,17198,GET,200,/2025/06/05/what-is-a-slow-read-attack-understanding-this-sneaky-cyber-threat/,Mozilla/5.0 (Windows NT 10.0; Win64; x64),enp0s3,16,8,TCP,192.168.100.5,60766,True,True,1b,1b,1b,True,closed,True,2025-06-08T11:12:08.362663+0700
allowed,,3,HTTP GET Request Detected,1000002,http,17823,766,192.168.100.4,80,flow,9,True,2025-06-08T11:08:26.938118+0700,1252515755673907,timeout,2025-06-08T11:08:17.084275+0700,closed,"slowread_http_detected,slowread_payload_detected,slowread_simulated_long_connection",text/html,192.168.100.4,16352,GET,200,/2025/06/05/hello-world/,Mozilla/5.0 (X11; Linux x86_64),enp0s3,15,8,TCP,192.168.100.5,59086,True,True,1b,1b,1b,True,closed,True,2025-06-08T11:13:04.398358+0700
allowed,,3,HTTP GET Request Detected,1000002,http,17894,831,192.168.100.4,80,flow,10,True,2025-06-08T11:08:36.847314+0700,853766697524511,timeout,2025-06-08T11:08:26.859423+0700,closed,"slowread_http_detected,slowread_payload_detected,slowread_simulated_long_connection",text/html,192.168.100.4,16423,GET,200,/2025/06/05/how-to-detect-and-mitigate-slow-read-attacks-on-your-website/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),enp0s3,15,8,TCP,192.168.100.5,47802,True,True,1b,1b,1b,True,closed,True,2025-06-08T11:09:38.023121+0700
allowed,,3,HTTP GET Request Detected,1000002,http,17823,782,192.168.100.4,80,flow,10,True,2025-06-08T11:08:46.193296+0700,1724262079834646,timeout,2025-06-08T11:08:36.764438+0700,closed,"slowread_http_detected,slowread_payload_detected,slowread_simulated_long_connection",text/html,192.168.100.4,16352,GET,200,/2025/06/05/hello-world/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),enp0s3,15,8,TCP,192.168.100.5,59572,True,True,1b,1b,1b,True,closed,True,2025-06-08T11:10:29.627484+0700
allowed,,3,HTTP GET Request Detected,1000002,http,17743,827,192.168.100.4,80,flow,8,True,2025-06-08T11:08:54.029265+0700,1086225361321916,timeout,2025-06-08T11:08:46.114620+0700,closed,"slowread_http_detected,slowread_payload_detected,slowread_simulated_long_connection",text/html,192.168.100.4,16270,GET,200,/2025/06/05/understanding-different-types-of-denial-of-service-dos-attacks/,Mozilla/5.0 (Windows NT 10.0; Win64; x64),enp0s3,15,8,TCP,192.168.100.5,59580,True,True,1b,1b,1b,True,closed,True,2025-06-08T11:12:21.037424+0700
